2025-08-20 16:59:09,068 - INFO - Starting SHODes Framework
2025-08-20 16:59:09,068 - INFO - Generated data for mecpot
2025-08-20 16:59:09,198 - INFO - Saved Data to data/mecpot_data.csv
2025-08-20 16:59:09,219 - INFO - Generated data for genpot1
2025-08-20 16:59:09,281 - INFO - Saved Data to data/genpot1_data.csv
2025-08-20 16:59:09,297 - INFO - Generated data for genpot2
2025-08-20 16:59:09,385 - INFO - Saved Data to data/genpot2_data.csv
2025-08-20 16:59:09,402 - INFO - Generated data for genpot3
2025-08-20 16:59:09,453 - INFO - Saved Data to data/genpot3_data.csv
2025-08-20 17:11:38,097 - INFO - Starting SHODes Framework
2025-08-20 17:11:38,097 - INFO - Generated data for mecpot
2025-08-20 17:11:38,166 - INFO - Saved Data to data/mecpot_data.csv
2025-08-20 17:11:38,185 - INFO - Generated data for genpot1
2025-08-20 17:11:38,250 - INFO - Saved Data to data/genpot1_data.csv
2025-08-20 17:11:38,267 - INFO - Generated data for genpot2
2025-08-20 17:11:38,332 - INFO - Saved Data to data/genpot2_data.csv
2025-08-20 17:11:38,348 - INFO - Generated data for genpot3
2025-08-20 17:11:38,411 - INFO - Saved Data to data/genpot3_data.csv
2025-08-20 17:11:41,874 - INFO - Training PINNs for mecpot
2025-08-20 17:11:42,374 - WARNING - Calling GradientTape.gradient on a persistent tape inside its context is significantly less efficient than calling it outside the context (it causes the gradient ops to be recorded on the tape, leading to increased CPU and memory usage). Only call GradientTape.gradient inside the context if you actually want to trace the gradient in order to compute higher order derivatives.
2025-08-20 17:11:42,418 - WARNING - Calling GradientTape.gradient on a persistent tape inside its context is significantly less efficient than calling it outside the context (it causes the gradient ops to be recorded on the tape, leading to increased CPU and memory usage). Only call GradientTape.gradient inside the context if you actually want to trace the gradient in order to compute higher order derivatives.
2025-08-20 20:04:52,672 - INFO - genpot2 PINN20, Epoch 600, Loss: 0.0014
2025-08-20 20:05:02,564 - INFO - genpot2 PINN20, Epoch 700, Loss: 0.0013
2025-08-20 20:05:12,452 - INFO - genpot2 PINN20, Epoch 800, Loss: 0.0012
2025-08-20 20:05:22,337 - INFO - genpot2 PINN20, Epoch 900, Loss: 0.0011
2025-08-20 20:05:32,226 - INFO - genpot2 PINN20, Epoch 1000, Loss: 0.0010
2025-08-20 20:05:42,142 - INFO - genpot2 PINN20, Epoch 1100, Loss: 0.0010
2025-08-20 20:05:52,084 - INFO - genpot2 PINN20, Epoch 1200, Loss: 0.0009
2025-08-20 20:06:02,008 - INFO - genpot2 PINN20, Epoch 1300, Loss: 0.0009
2025-08-20 20:06:11,916 - INFO - genpot2 PINN20, Epoch 1400, Loss: 0.0009
2025-08-20 20:06:21,746 - INFO - Saved PINN 20 for genpot2
2025-08-20 20:06:21,876 - INFO - genpot2 PINN21, Epoch 0, Loss: 1.3963
2025-08-20 20:06:31,740 - INFO - genpot2 PINN21, Epoch 100, Loss: 0.0013
2025-08-20 20:06:41,663 - INFO - genpot2 PINN21, Epoch 200, Loss: 0.0012
2025-08-20 20:06:51,619 - INFO - genpot2 PINN21, Epoch 300, Loss: 0.0012
2025-08-20 20:07:01,573 - INFO - genpot2 PINN21, Epoch 400, Loss: 0.0011
2025-08-20 20:07:11,441 - INFO - genpot2 PINN21, Epoch 500, Loss: 0.0011
2025-08-20 20:07:21,387 - INFO - genpot2 PINN21, Epoch 600, Loss: 0.0011
2025-08-20 20:07:31,329 - INFO - genpot2 PINN21, Epoch 700, Loss: 0.0010
2025-08-20 20:07:41,211 - INFO - genpot2 PINN21, Epoch 800, Loss: 0.0010
2025-08-20 20:07:51,090 - INFO - genpot2 PINN21, Epoch 900, Loss: 0.0009
2025-08-20 20:08:00,925 - INFO - genpot2 PINN21, Epoch 1000, Loss: 0.0008
2025-08-20 20:08:10,789 - INFO - genpot2 PINN21, Epoch 1100, Loss: 0.0007
2025-08-20 20:08:20,657 - INFO - genpot2 PINN21, Epoch 1200, Loss: 0.0007
2025-08-20 20:08:30,572 - INFO - genpot2 PINN21, Epoch 1300, Loss: 0.0006
2025-08-20 20:08:40,508 - INFO - genpot2 PINN21, Epoch 1400, Loss: 0.0006
2025-08-20 20:08:50,338 - INFO - Saved PINN 21 for genpot2
2025-08-20 20:08:50,457 - INFO - genpot2 PINN22, Epoch 0, Loss: 1.3427
2025-08-20 20:09:00,381 - INFO - genpot2 PINN22, Epoch 100, Loss: 0.0044
2025-08-20 20:09:10,286 - INFO - genpot2 PINN22, Epoch 200, Loss: 0.0042
2025-08-20 20:09:20,208 - INFO - genpot2 PINN22, Epoch 300, Loss: 0.0041
2025-08-20 20:09:30,125 - INFO - genpot2 PINN22, Epoch 400, Loss: 0.0040
2025-08-20 20:09:40,037 - INFO - genpot2 PINN22, Epoch 500, Loss: 0.0038
2025-08-20 20:09:49,958 - INFO - genpot2 PINN22, Epoch 600, Loss: 0.0036
2025-08-20 20:09:59,895 - INFO - genpot2 PINN22, Epoch 700, Loss: 0.0031
2025-08-20 20:10:09,819 - INFO - genpot2 PINN22, Epoch 800, Loss: 0.0027
2025-08-20 20:10:19,769 - INFO - genpot2 PINN22, Epoch 900, Loss: 0.0026
2025-08-20 20:10:29,689 - INFO - genpot2 PINN22, Epoch 1000, Loss: 0.0026
2025-08-20 20:10:39,515 - INFO - genpot2 PINN22, Epoch 1100, Loss: 0.0026
2025-08-20 20:10:49,400 - INFO - genpot2 PINN22, Epoch 1200, Loss: 0.0025
2025-08-20 20:10:59,294 - INFO - genpot2 PINN22, Epoch 1300, Loss: 0.0025
2025-08-20 20:11:09,230 - INFO - genpot2 PINN22, Epoch 1400, Loss: 0.0025
2025-08-20 20:11:19,059 - INFO - Saved PINN 22 for genpot2
2025-08-20 20:11:19,178 - INFO - genpot2 PINN23, Epoch 0, Loss: 0.2504
2025-08-20 20:11:29,074 - INFO - genpot2 PINN23, Epoch 100, Loss: 0.0010
2025-08-20 20:11:38,997 - INFO - genpot2 PINN23, Epoch 200, Loss: 0.0010
2025-08-20 20:11:48,944 - INFO - genpot2 PINN23, Epoch 300, Loss: 0.0009
2025-08-20 20:11:58,873 - INFO - genpot2 PINN23, Epoch 400, Loss: 0.0009
2025-08-20 20:12:08,754 - INFO - genpot2 PINN23, Epoch 500, Loss: 0.0009
2025-08-20 20:12:18,641 - INFO - genpot2 PINN23, Epoch 600, Loss: 0.0009
2025-08-20 20:12:28,463 - INFO - genpot2 PINN23, Epoch 700, Loss: 0.0009
2025-08-20 20:12:38,320 - INFO - genpot2 PINN23, Epoch 800, Loss: 0.0008
2025-08-20 20:12:48,226 - INFO - genpot2 PINN23, Epoch 900, Loss: 0.0008
2025-08-20 20:12:58,138 - INFO - genpot2 PINN23, Epoch 1000, Loss: 0.0008
2025-08-20 20:13:08,071 - INFO - genpot2 PINN23, Epoch 1100, Loss: 0.0007
2025-08-20 20:13:18,031 - INFO - genpot2 PINN23, Epoch 1200, Loss: 0.0007
2025-08-20 20:13:27,956 - INFO - genpot2 PINN23, Epoch 1300, Loss: 0.0006
2025-08-20 20:13:37,898 - INFO - genpot2 PINN23, Epoch 1400, Loss: 0.0006
2025-08-20 20:13:47,642 - INFO - Saved PINN 23 for genpot2
2025-08-20 20:13:47,759 - INFO - genpot2 PINN24, Epoch 0, Loss: 0.0552
2025-08-20 20:13:57,662 - INFO - genpot2 PINN24, Epoch 100, Loss: 0.0079
2025-08-20 20:14:07,563 - INFO - genpot2 PINN24, Epoch 200, Loss: 0.0075
2025-08-20 20:14:17,452 - INFO - genpot2 PINN24, Epoch 300, Loss: 0.0073
2025-08-20 20:14:27,347 - INFO - genpot2 PINN24, Epoch 400, Loss: 0.0070
2025-08-20 20:14:37,238 - INFO - genpot2 PINN24, Epoch 500, Loss: 0.0063
2025-08-20 20:14:47,176 - INFO - genpot2 PINN24, Epoch 600, Loss: 0.0049
2025-08-20 20:14:57,032 - INFO - genpot2 PINN24, Epoch 700, Loss: 0.0044
2025-08-20 20:15:06,954 - INFO - genpot2 PINN24, Epoch 800, Loss: 0.0043
2025-08-20 20:15:16,881 - INFO - genpot2 PINN24, Epoch 900, Loss: 0.0042
2025-08-20 20:15:26,767 - INFO - genpot2 PINN24, Epoch 1000, Loss: 0.0042
2025-08-20 20:15:36,687 - INFO - genpot2 PINN24, Epoch 1100, Loss: 0.0042
2025-08-20 20:15:46,583 - INFO - genpot2 PINN24, Epoch 1200, Loss: 0.0042
2025-08-20 20:15:56,456 - INFO - genpot2 PINN24, Epoch 1300, Loss: 0.0042
2025-08-20 20:16:06,345 - INFO - genpot2 PINN24, Epoch 1400, Loss: 0.0042
2025-08-20 20:16:16,158 - INFO - Saved PINN 24 for genpot2
2025-08-20 20:16:16,277 - INFO - genpot2 PINN25, Epoch 0, Loss: 0.3468
2025-08-20 20:16:26,148 - INFO - genpot2 PINN25, Epoch 100, Loss: 0.0099
2025-08-20 20:16:36,106 - INFO - genpot2 PINN25, Epoch 200, Loss: 0.0094
2025-08-20 20:16:46,034 - INFO - genpot2 PINN25, Epoch 300, Loss: 0.0089
2025-08-20 20:16:55,917 - INFO - genpot2 PINN25, Epoch 400, Loss: 0.0080
2025-08-20 20:17:05,802 - INFO - genpot2 PINN25, Epoch 500, Loss: 0.0063
2025-08-20 20:17:15,714 - INFO - genpot2 PINN25, Epoch 600, Loss: 0.0056
2025-08-20 20:17:25,635 - INFO - genpot2 PINN25, Epoch 700, Loss: 0.0056
2025-08-20 20:17:35,519 - INFO - genpot2 PINN25, Epoch 800, Loss: 0.0055
2025-08-20 20:17:45,406 - INFO - genpot2 PINN25, Epoch 900, Loss: 0.0055
2025-08-20 20:17:55,346 - INFO - genpot2 PINN25, Epoch 1000, Loss: 0.0055
2025-08-20 20:18:05,204 - INFO - genpot2 PINN25, Epoch 1100, Loss: 0.0055
2025-08-20 20:18:15,145 - INFO - genpot2 PINN25, Epoch 1200, Loss: 0.0054
2025-08-20 20:18:25,010 - INFO - genpot2 PINN25, Epoch 1300, Loss: 0.0054
2025-08-20 20:18:34,881 - INFO - genpot2 PINN25, Epoch 1400, Loss: 0.0054
2025-08-20 20:18:44,688 - INFO - Saved PINN 25 for genpot2
2025-08-20 20:18:44,688 - INFO - Training PINNs for genpot3
2025-08-20 20:18:44,812 - INFO - genpot3 PINN1, Epoch 0, Loss: 0.2080
2025-08-20 20:18:54,722 - INFO - genpot3 PINN1, Epoch 100, Loss: 0.0113
2025-08-20 20:19:04,526 - INFO - genpot3 PINN1, Epoch 200, Loss: 0.0111
2025-08-20 20:19:14,324 - INFO - genpot3 PINN1, Epoch 300, Loss: 0.0109
2025-08-20 20:19:24,109 - INFO - genpot3 PINN1, Epoch 400, Loss: 0.0107
2025-08-20 20:19:33,929 - INFO - genpot3 PINN1, Epoch 500, Loss: 0.0105
2025-08-20 20:19:43,777 - INFO - genpot3 PINN1, Epoch 600, Loss: 0.0101
2025-08-20 20:19:53,674 - INFO - genpot3 PINN1, Epoch 700, Loss: 0.0094
2025-08-20 20:20:03,535 - INFO - genpot3 PINN1, Epoch 800, Loss: 0.0078
2025-08-20 20:20:13,381 - INFO - genpot3 PINN1, Epoch 900, Loss: 0.0058
2025-08-20 20:20:23,189 - INFO - genpot3 PINN1, Epoch 1000, Loss: 0.0056
2025-08-20 20:20:33,040 - INFO - genpot3 PINN1, Epoch 1100, Loss: 0.0055
2025-08-20 20:20:42,940 - INFO - genpot3 PINN1, Epoch 1200, Loss: 0.0055
2025-08-20 20:20:52,790 - INFO - genpot3 PINN1, Epoch 1300, Loss: 0.0055
2025-08-20 20:21:02,647 - INFO - genpot3 PINN1, Epoch 1400, Loss: 0.0055
2025-08-20 20:21:12,331 - INFO - Saved PINN 1 for genpot3
2025-08-20 20:21:12,449 - INFO - genpot3 PINN2, Epoch 0, Loss: 0.9894
2025-08-20 20:21:22,367 - INFO - genpot3 PINN2, Epoch 100, Loss: 0.0097
2025-08-20 20:21:32,248 - INFO - genpot3 PINN2, Epoch 200, Loss: 0.0095
2025-08-20 20:21:42,128 - INFO - genpot3 PINN2, Epoch 300, Loss: 0.0093
2025-08-20 20:21:51,985 - INFO - genpot3 PINN2, Epoch 400, Loss: 0.0091
2025-08-20 20:22:01,833 - INFO - genpot3 PINN2, Epoch 500, Loss: 0.0088
2025-08-20 20:22:11,698 - INFO - genpot3 PINN2, Epoch 600, Loss: 0.0084
2025-08-20 20:22:21,588 - INFO - genpot3 PINN2, Epoch 700, Loss: 0.0074
2025-08-20 20:22:31,492 - INFO - genpot3 PINN2, Epoch 800, Loss: 0.0058
2025-08-20 20:22:41,343 - INFO - genpot3 PINN2, Epoch 900, Loss: 0.0055
2025-08-20 20:22:51,196 - INFO - genpot3 PINN2, Epoch 1000, Loss: 0.0050
2025-08-20 20:23:01,053 - INFO - genpot3 PINN2, Epoch 1100, Loss: 0.0049
2025-08-20 20:23:10,868 - INFO - genpot3 PINN2, Epoch 1200, Loss: 0.0048
2025-08-20 20:23:20,716 - INFO - genpot3 PINN2, Epoch 1300, Loss: 0.0122
2025-08-20 20:23:30,592 - INFO - genpot3 PINN2, Epoch 1400, Loss: 0.0048
2025-08-20 20:23:40,363 - INFO - Saved PINN 2 for genpot3
2025-08-20 20:23:40,477 - INFO - genpot3 PINN3, Epoch 0, Loss: 0.0686
2025-08-20 20:23:50,359 - INFO - genpot3 PINN3, Epoch 100, Loss: 0.0278
2025-08-20 20:24:00,231 - INFO - genpot3 PINN3, Epoch 200, Loss: 0.0266
2025-08-20 20:24:10,116 - INFO - genpot3 PINN3, Epoch 300, Loss: 0.0257
2025-08-20 20:24:20,041 - INFO - genpot3 PINN3, Epoch 400, Loss: 0.0232
2025-08-20 20:24:29,858 - INFO - genpot3 PINN3, Epoch 500, Loss: 0.0156
2025-08-20 20:24:39,700 - INFO - genpot3 PINN3, Epoch 600, Loss: 0.0139
2025-08-20 20:24:49,578 - INFO - genpot3 PINN3, Epoch 700, Loss: 0.0137
2025-08-20 20:24:59,453 - INFO - genpot3 PINN3, Epoch 800, Loss: 0.0137
2025-08-20 20:25:09,360 - INFO - genpot3 PINN3, Epoch 900, Loss: 0.0136
2025-08-20 20:25:19,220 - INFO - genpot3 PINN3, Epoch 1000, Loss: 0.0136
2025-08-20 20:25:29,078 - INFO - genpot3 PINN3, Epoch 1100, Loss: 0.0136
2025-08-20 20:25:38,948 - INFO - genpot3 PINN3, Epoch 1200, Loss: 0.0136
2025-08-20 20:25:48,830 - INFO - genpot3 PINN3, Epoch 1300, Loss: 0.0136
2025-08-20 20:25:58,722 - INFO - genpot3 PINN3, Epoch 1400, Loss: 0.0135
2025-08-20 20:26:08,539 - INFO - Saved PINN 3 for genpot3
2025-08-20 20:26:08,655 - INFO - genpot3 PINN4, Epoch 0, Loss: 2.3550
2025-08-20 20:26:18,602 - INFO - genpot3 PINN4, Epoch 100, Loss: 0.0213
2025-08-20 20:26:28,562 - INFO - genpot3 PINN4, Epoch 200, Loss: 0.0205
2025-08-20 20:26:38,503 - INFO - genpot3 PINN4, Epoch 300, Loss: 0.0182
2025-08-20 20:26:48,404 - INFO - genpot3 PINN4, Epoch 400, Loss: 0.0120
2025-08-20 20:26:58,317 - INFO - genpot3 PINN4, Epoch 500, Loss: 0.0110
2025-08-20 20:27:08,227 - INFO - genpot3 PINN4, Epoch 600, Loss: 0.0108
2025-08-20 20:27:18,178 - INFO - genpot3 PINN4, Epoch 700, Loss: 0.0108
2025-08-20 20:27:28,072 - INFO - genpot3 PINN4, Epoch 800, Loss: 0.0108
2025-08-20 20:27:38,003 - INFO - genpot3 PINN4, Epoch 900, Loss: 0.0107
2025-08-20 20:27:47,926 - INFO - genpot3 PINN4, Epoch 1000, Loss: 0.0107
2025-08-20 20:27:57,779 - INFO - genpot3 PINN4, Epoch 1100, Loss: 0.0111
2025-08-20 20:28:07,705 - INFO - genpot3 PINN4, Epoch 1200, Loss: 0.0106
2025-08-20 20:28:17,599 - INFO - genpot3 PINN4, Epoch 1300, Loss: 0.0106
2025-08-20 20:28:27,536 - INFO - genpot3 PINN4, Epoch 1400, Loss: 0.0106
2025-08-20 20:28:37,391 - INFO - Saved PINN 4 for genpot3
2025-08-20 20:28:37,516 - INFO - genpot3 PINN5, Epoch 0, Loss: 0.2272
2025-08-20 20:28:47,354 - INFO - genpot3 PINN5, Epoch 100, Loss: 0.0049
2025-08-20 20:28:57,241 - INFO - genpot3 PINN5, Epoch 200, Loss: 0.0047
2025-08-20 20:29:07,194 - INFO - genpot3 PINN5, Epoch 300, Loss: 0.0046
2025-08-20 20:29:17,121 - INFO - genpot3 PINN5, Epoch 400, Loss: 0.0045
2025-08-20 20:29:27,023 - INFO - genpot3 PINN5, Epoch 500, Loss: 0.0045
2025-08-20 20:29:36,845 - INFO - genpot3 PINN5, Epoch 600, Loss: 0.0044
2025-08-20 20:29:46,716 - INFO - genpot3 PINN5, Epoch 700, Loss: 0.0043
2025-08-20 20:29:56,652 - INFO - genpot3 PINN5, Epoch 800, Loss: 0.0040
2025-08-20 20:30:06,517 - INFO - genpot3 PINN5, Epoch 900, Loss: 0.0035
2025-08-20 20:30:16,313 - INFO - genpot3 PINN5, Epoch 1000, Loss: 0.0044
2025-08-20 20:30:26,229 - INFO - genpot3 PINN5, Epoch 1100, Loss: 0.0025
2025-08-20 20:30:36,090 - INFO - genpot3 PINN5, Epoch 1200, Loss: 0.0024
2025-08-20 20:30:45,987 - INFO - genpot3 PINN5, Epoch 1300, Loss: 0.0023
2025-08-20 20:30:55,897 - INFO - genpot3 PINN5, Epoch 1400, Loss: 0.0023
2025-08-20 20:31:05,715 - INFO - Saved PINN 5 for genpot3
2025-08-20 20:31:05,829 - INFO - genpot3 PINN6, Epoch 0, Loss: 0.1395
2025-08-20 20:31:15,714 - INFO - genpot3 PINN6, Epoch 100, Loss: 0.0062
2025-08-20 20:31:25,611 - INFO - genpot3 PINN6, Epoch 200, Loss: 0.0059
2025-08-20 20:31:35,528 - INFO - genpot3 PINN6, Epoch 300, Loss: 0.0058
2025-08-20 20:31:45,423 - INFO - genpot3 PINN6, Epoch 400, Loss: 0.0058
2025-08-20 20:31:55,349 - INFO - genpot3 PINN6, Epoch 500, Loss: 0.0057
2025-08-20 20:32:05,283 - INFO - genpot3 PINN6, Epoch 600, Loss: 0.0056
2025-08-20 20:32:15,177 - INFO - genpot3 PINN6, Epoch 700, Loss: 0.0055
2025-08-20 20:32:25,083 - INFO - genpot3 PINN6, Epoch 800, Loss: 0.0054
2025-08-20 20:32:34,990 - INFO - genpot3 PINN6, Epoch 900, Loss: 0.0052
2025-08-20 20:32:44,839 - INFO - genpot3 PINN6, Epoch 1000, Loss: 0.0048
2025-08-20 20:32:54,793 - INFO - genpot3 PINN6, Epoch 1100, Loss: 0.0040
2025-08-20 20:33:04,646 - INFO - genpot3 PINN6, Epoch 1200, Loss: 0.0032
2025-08-20 20:33:14,538 - INFO - genpot3 PINN6, Epoch 1300, Loss: 0.0031
2025-08-20 20:33:24,452 - INFO - genpot3 PINN6, Epoch 1400, Loss: 0.0030
2025-08-20 20:33:34,274 - INFO - Saved PINN 6 for genpot3
2025-08-20 20:33:34,393 - INFO - genpot3 PINN7, Epoch 0, Loss: 0.1351
2025-08-20 20:33:44,194 - INFO - genpot3 PINN7, Epoch 100, Loss: 0.0079
2025-08-20 20:33:54,117 - INFO - genpot3 PINN7, Epoch 200, Loss: 0.0078
2025-08-20 20:34:04,010 - INFO - genpot3 PINN7, Epoch 300, Loss: 0.0077
2025-08-20 20:34:13,855 - INFO - genpot3 PINN7, Epoch 400, Loss: 0.0076
2025-08-20 20:34:23,775 - INFO - genpot3 PINN7, Epoch 500, Loss: 0.0075
2025-08-20 20:34:33,698 - INFO - genpot3 PINN7, Epoch 600, Loss: 0.0073
2025-08-20 20:34:43,635 - INFO - genpot3 PINN7, Epoch 700, Loss: 0.0070
2025-08-20 20:34:53,513 - INFO - genpot3 PINN7, Epoch 800, Loss: 0.0062
2025-08-20 20:35:03,440 - INFO - genpot3 PINN7, Epoch 900, Loss: 0.0047
2025-08-20 20:35:13,360 - INFO - genpot3 PINN7, Epoch 1000, Loss: 0.0042
2025-08-20 20:35:23,297 - INFO - genpot3 PINN7, Epoch 1100, Loss: 0.0040
2025-08-20 20:35:33,170 - INFO - genpot3 PINN7, Epoch 1200, Loss: 0.0039
2025-08-20 20:35:43,034 - INFO - genpot3 PINN7, Epoch 1300, Loss: 0.0039
2025-08-20 20:35:52,868 - INFO - genpot3 PINN7, Epoch 1400, Loss: 0.0039
2025-08-20 20:36:02,684 - INFO - Saved PINN 7 for genpot3
2025-08-20 20:36:02,801 - INFO - genpot3 PINN8, Epoch 0, Loss: 0.7525
2025-08-20 20:36:12,715 - INFO - genpot3 PINN8, Epoch 100, Loss: 0.0032
2025-08-20 20:36:22,614 - INFO - genpot3 PINN8, Epoch 200, Loss: 0.0030
2025-08-20 20:36:32,514 - INFO - genpot3 PINN8, Epoch 300, Loss: 0.0030
2025-08-20 20:36:42,412 - INFO - genpot3 PINN8, Epoch 400, Loss: 0.0030
2025-08-20 20:36:52,261 - INFO - genpot3 PINN8, Epoch 500, Loss: 0.0030
2025-08-20 20:37:02,130 - INFO - genpot3 PINN8, Epoch 600, Loss: 0.0029
2025-08-20 20:37:12,005 - INFO - genpot3 PINN8, Epoch 700, Loss: 0.0029
2025-08-20 20:37:21,902 - INFO - genpot3 PINN8, Epoch 800, Loss: 0.0029
2025-08-20 20:37:31,755 - INFO - genpot3 PINN8, Epoch 900, Loss: 0.0029
2025-08-20 20:37:41,629 - INFO - genpot3 PINN8, Epoch 1000, Loss: 0.0028
2025-08-20 20:37:51,562 - INFO - genpot3 PINN8, Epoch 1100, Loss: 0.0028
2025-08-20 20:38:01,505 - INFO - genpot3 PINN8, Epoch 1200, Loss: 0.0027
2025-08-20 20:38:11,310 - INFO - genpot3 PINN8, Epoch 1300, Loss: 0.0026
2025-08-20 20:38:21,160 - INFO - genpot3 PINN8, Epoch 1400, Loss: 0.0024
2025-08-20 20:38:30,930 - INFO - Saved PINN 8 for genpot3
2025-08-20 20:38:31,049 - INFO - genpot3 PINN9, Epoch 0, Loss: 0.3014
2025-08-20 20:38:40,977 - INFO - genpot3 PINN9, Epoch 100, Loss: 0.0085
2025-08-20 20:38:50,870 - INFO - genpot3 PINN9, Epoch 200, Loss: 0.0084
2025-08-20 20:39:00,839 - INFO - genpot3 PINN9, Epoch 300, Loss: 0.0083
2025-08-20 20:39:10,723 - INFO - genpot3 PINN9, Epoch 400, Loss: 0.0082
2025-08-20 20:39:20,650 - INFO - genpot3 PINN9, Epoch 500, Loss: 0.0081
2025-08-20 20:39:30,570 - INFO - genpot3 PINN9, Epoch 600, Loss: 0.0080
2025-08-20 20:39:40,435 - INFO - genpot3 PINN9, Epoch 700, Loss: 0.0078
2025-08-20 20:39:50,387 - INFO - genpot3 PINN9, Epoch 800, Loss: 0.0074
2025-08-20 20:40:00,311 - INFO - genpot3 PINN9, Epoch 900, Loss: 0.0064
2025-08-20 20:40:10,188 - INFO - genpot3 PINN9, Epoch 1000, Loss: 0.0047
2025-08-20 20:40:20,058 - INFO - genpot3 PINN9, Epoch 1100, Loss: 0.0043
2025-08-20 20:40:29,975 - INFO - genpot3 PINN9, Epoch 1200, Loss: 0.0043
2025-08-20 20:40:39,909 - INFO - genpot3 PINN9, Epoch 1300, Loss: 0.0042
2025-08-20 20:40:49,812 - INFO - genpot3 PINN9, Epoch 1400, Loss: 0.0042
2025-08-20 20:40:59,583 - INFO - Saved PINN 9 for genpot3
2025-08-20 20:40:59,714 - INFO - genpot3 PINN10, Epoch 0, Loss: 1.7873
2025-08-20 20:41:09,547 - INFO - genpot3 PINN10, Epoch 100, Loss: 0.0186
2025-08-20 20:41:19,393 - INFO - genpot3 PINN10, Epoch 200, Loss: 0.0181
2025-08-20 20:41:29,244 - INFO - genpot3 PINN10, Epoch 300, Loss: 0.0176
2025-08-20 20:41:39,121 - INFO - genpot3 PINN10, Epoch 400, Loss: 0.0168
2025-08-20 20:41:48,999 - INFO - genpot3 PINN10, Epoch 500, Loss: 0.0143
2025-08-20 20:41:58,862 - INFO - genpot3 PINN10, Epoch 600, Loss: 0.0099
2025-08-20 20:42:08,708 - INFO - genpot3 PINN10, Epoch 700, Loss: 0.0094
2025-08-20 20:42:18,547 - INFO - genpot3 PINN10, Epoch 800, Loss: 0.0092
2025-08-20 20:42:28,383 - INFO - genpot3 PINN10, Epoch 900, Loss: 0.0092
2025-08-20 20:42:38,155 - INFO - genpot3 PINN10, Epoch 1000, Loss: 0.0091
2025-08-20 20:42:47,994 - INFO - genpot3 PINN10, Epoch 1100, Loss: 0.0091
2025-08-20 20:42:57,831 - INFO - genpot3 PINN10, Epoch 1200, Loss: 0.0108
2025-08-20 20:43:07,681 - INFO - genpot3 PINN10, Epoch 1300, Loss: 0.0091
2025-08-20 20:43:17,486 - INFO - genpot3 PINN10, Epoch 1400, Loss: 0.0091
2025-08-20 20:43:27,217 - INFO - Saved PINN 10 for genpot3
2025-08-20 20:43:27,333 - INFO - genpot3 PINN11, Epoch 0, Loss: 1.9862
2025-08-20 20:43:37,147 - INFO - genpot3 PINN11, Epoch 100, Loss: 0.0149
2025-08-20 20:43:46,964 - INFO - genpot3 PINN11, Epoch 200, Loss: 0.0145
2025-08-20 20:43:56,818 - INFO - genpot3 PINN11, Epoch 300, Loss: 0.0142
2025-08-20 20:44:06,660 - INFO - genpot3 PINN11, Epoch 400, Loss: 0.0138
2025-08-20 20:44:16,504 - INFO - genpot3 PINN11, Epoch 500, Loss: 0.0131
2025-08-20 20:44:26,358 - INFO - genpot3 PINN11, Epoch 600, Loss: 0.0113
2025-08-20 20:44:36,149 - INFO - genpot3 PINN11, Epoch 700, Loss: 0.0079
2025-08-20 20:44:45,997 - INFO - genpot3 PINN11, Epoch 800, Loss: 0.0075
2025-08-20 20:44:55,853 - INFO - genpot3 PINN11, Epoch 900, Loss: 0.0074
2025-08-20 20:45:05,618 - INFO - genpot3 PINN11, Epoch 1000, Loss: 0.0073
2025-08-20 20:45:15,399 - INFO - genpot3 PINN11, Epoch 1100, Loss: 0.0073
2025-08-20 20:45:25,262 - INFO - genpot3 PINN11, Epoch 1200, Loss: 0.0073
2025-08-20 20:45:35,089 - INFO - genpot3 PINN11, Epoch 1300, Loss: 0.0073
2025-08-20 20:45:44,999 - INFO - genpot3 PINN11, Epoch 1400, Loss: 0.0072
2025-08-20 20:45:54,726 - INFO - Saved PINN 11 for genpot3
2025-08-20 20:45:54,856 - INFO - genpot3 PINN12, Epoch 0, Loss: 0.1114
2025-08-20 20:46:04,670 - INFO - genpot3 PINN12, Epoch 100, Loss: 0.0047
2025-08-20 20:46:14,474 - INFO - genpot3 PINN12, Epoch 200, Loss: 0.0042
2025-08-20 20:46:24,309 - INFO - genpot3 PINN12, Epoch 300, Loss: 0.0041
2025-08-20 20:46:34,164 - INFO - genpot3 PINN12, Epoch 400, Loss: 0.0041
2025-08-20 20:46:44,049 - INFO - genpot3 PINN12, Epoch 500, Loss: 0.0040
2025-08-20 20:46:53,882 - INFO - genpot3 PINN12, Epoch 600, Loss: 0.0040
2025-08-20 20:47:03,702 - INFO - genpot3 PINN12, Epoch 700, Loss: 0.0039
2025-08-20 20:47:13,541 - INFO - genpot3 PINN12, Epoch 800, Loss: 0.0039
2025-08-20 20:47:23,417 - INFO - genpot3 PINN12, Epoch 900, Loss: 0.0038
2025-08-20 20:47:33,262 - INFO - genpot3 PINN12, Epoch 1000, Loss: 0.0037
2025-08-20 20:47:43,140 - INFO - genpot3 PINN12, Epoch 1100, Loss: 0.0035
2025-08-20 20:47:52,970 - INFO - genpot3 PINN12, Epoch 1200, Loss: 0.0031
2025-08-20 20:48:02,825 - INFO - genpot3 PINN12, Epoch 1300, Loss: 0.0026
